EMPLOYER_CANONICAL,total_filings,mba_relevant_filings,certified,new_position_share,median_annual_wage,any_willful_violator,any_h1b_dependent,mba_share
Beghou Consulting LLC,23,15,1.0,0.8260869565217391,135000.0,False,False,0.6521739130434783
"Heidelberg Materials US, Inc.",23,15,1.0,0.9130434782608695,138000.0,False,False,0.6521739130434783
RBC Capital Markets LLC,287,187,0.9965156794425087,0.49477351916376305,160000.0,False,False,0.6515679442508711
"Mattel HQ, Inc.",60,39,1.0,0.6166666666666667,136779.5,False,False,0.65
"Alamance Foods, Inc.",20,13,1.0,0.85,65975.0,False,False,0.65
FIG LLC,20,13,1.0,0.4,171454.0,False,False,0.65
"Firefly Pros, Inc.",20,13,1.0,0.5,82763.0,False,False,0.65
Vista Tech LLC,20,13,1.0,0.35,150000.0,False,False,0.65
IQVIA Inc.,317,206,0.9936908517350158,0.2870662460567823,144021.13,False,False,0.6498422712933754
CIBC Bank USA,74,48,1.0,0.5945945945945946,125000.0,False,False,0.6486486486486487
Trendset IT Inc.,37,24,1.0,0.4594594594594595,73306.5,False,False,0.6486486486486487
"DataSync, Inc.",17,11,1.0,0.4117647058823529,79310.4,False,False,0.6470588235294118
Hearts & Science LLC,17,11,1.0,0.47058823529411764,95000.0,False,False,0.6470588235294118
Royal Bank of Canada,17,11,1.0,0.7058823529411765,149386.0,False,False,0.6470588235294118
"SMB Business Development, Inc.",17,11,1.0,0.47058823529411764,125000.0,False,False,0.6470588235294118
Skanska USA Building Inc.,17,11,1.0,0.29411764705882354,113150.0,False,False,0.6470588235294118
"Spreetail, LLC",17,11,1.0,0.47058823529411764,130000.0,False,False,0.6470588235294118
"SciPlay Games, LLC",31,20,1.0,0.41935483870967744,129100.0,False,False,0.6451612903225806
M. A. Mortenson Company,84,54,1.0,0.23809523809523808,108992.04000000001,False,False,0.6428571428571429
"Micron Semiconductor Products, Inc.",42,27,1.0,0.30952380952380953,131049.0,False,False,0.6428571428571429
"VIA TRANSPORTATION, INC.",28,18,1.0,0.7142857142857143,117541.0,False,False,0.6428571428571429
VML LLC,28,18,1.0,0.2857142857142857,98587.92,False,False,0.6428571428571429
"MENUSIFU, INC.",25,16,1.0,0.72,65229.0,False,False,0.64
ZLLIUS INC,25,16,1.0,1.0,83000.0,False,False,0.64
"BlackRock Investment Management, LLC",98,62,0.9897959183673469,0.4489795918367347,137800.0,False,False,0.6326530612244898
"SG Americas Operational Services, LLC",117,74,1.0,0.6752136752136753,149909.5,False,False,0.6324786324786325
American Express Company,231,146,1.0,0.5324675324675324,144957.0,False,False,0.6320346320346321
Mercor.io Corporation,57,36,1.0,1.0,145818.5,False,False,0.631578947368421
Kenvue Brands LLC,38,24,1.0,0.5,163950.0,False,False,0.631578947368421
Jain Global LLC,19,12,1.0,0.8421052631578947,200000.0,False,False,0.631578947368421
"Midland Credit Management, Inc",73,46,1.0,0.8493150684931506,82500.0,False,False,0.6301369863013698
"HANWHA Q CELLS AMERICA, INC.",24,15,1.0,0.7083333333333334,120300.0,False,False,0.625
Systech Solutions Inc,24,15,1.0,0.5,110000.0,False,False,0.625
"66degrees, LLC",16,10,1.0,0.0,184320.0,False,False,0.625
Ambit RD Inc,16,10,1.0,0.75,120000.0,False,False,0.625
"Austin Commercial, LP",16,10,1.0,0.5,100006.4,False,False,0.625
Bold North America LLC,16,10,1.0,0.5,101868.0,False,False,0.625
Enverus Inc.,16,10,1.0,0.3125,116272.0,False,False,0.625
Q-Edge Corporation,16,10,1.0,1.0,80000.0,False,False,0.625
"Sandvik Mining and Construction USA, LLC",16,10,1.0,0.6875,89440.0,False,False,0.625
TK Elevator Corporation,16,10,1.0,0.75,150000.0,False,False,0.625
"MSCI, INC.",156,97,1.0,0.6346153846153846,132400.0,False,False,0.6217948717948718
"Marketing Associates, LLC dba OneMagnify",29,18,1.0,0.20689655172413793,110622.5,False,False,0.6206896551724138
Rio Tinto Services Inc.,29,18,1.0,0.7586206896551724,155590.0,False,False,0.6206896551724138
"VSQUARE INFOTECH, INC.",29,18,1.0,0.5862068965517241,84000.0,False,False,0.6206896551724138
GALAXY DIGITAL SERVICES LLC,42,26,1.0,0.8571428571428571,140000.0,False,False,0.6190476190476191
"Law Offices of Keshab Raj Seadie, P.C.",21,13,1.0,1.0,75732.79999999999,False,False,0.6190476190476191
OMD USA LLC,55,34,1.0,0.8181818181818182,96650.0,False,False,0.6181818181818182
Madison-Davis LLC,39,24,1.0,0.9487179487179487,83200.0,False,False,0.6153846153846154
APEXUS TECH LLC,26,16,1.0,1.0,78374.4,False,False,0.6153846153846154
Plaud Inc.,26,16,1.0,1.0,187500.0,False,False,0.6153846153846154
"Balyasny Asset Management, L.P.",196,120,1.0,0.6581632653061225,200000.0,False,False,0.6122448979591837
LAN Cargo S.A.,36,22,1.0,0.2777777777777778,85071.0,False,False,0.6111111111111112
"Formosa Plastics Corporation, U.S.A.",18,11,1.0,0.7777777777777778,80995.0,False,False,0.6111111111111112
Joblogic-X Corporation,18,11,1.0,0.8333333333333334,93600.0,False,False,0.6111111111111112
MGA Entertainment Inc.,18,11,1.0,0.3888888888888889,126942.0,False,False,0.6111111111111112
"Ultragenyx Pharmaceutical, Inc.",18,11,1.0,0.2222222222222222,162000.0,False,False,0.6111111111111112
"Six Continents Hotels, Inc. (InterContinental Hotels Group)",41,25,1.0,0.14634146341463414,131550.62,False,False,0.6097560975609756
"Ellkay, LLC",23,14,1.0,0.17391304347826086,95000.0,False,False,0.6086956521739131
Maven Securities US Limited,23,14,1.0,0.8695652173913043,130000.0,False,False,0.6086956521739131
"Sanveo, Inc.",23,14,1.0,0.43478260869565216,88000.0,False,False,0.6086956521739131
Vankay Systems Inc,23,14,1.0,0.9130434782608695,73112.0,False,False,0.6086956521739131
HOUNEN SOLAR AMERICA INC.,28,17,1.0,0.9285714285714286,85000.0,False,False,0.6071428571428571
Interlake Mecalux Inc.,28,17,1.0,0.75,75317.0,False,False,0.6071428571428571
"Scopely, Inc.",28,17,1.0,0.5,149849.0,False,False,0.6071428571428571
"NESTLE REGIONAL GLOBE OFFICE NORTH AMERICA, INC",33,20,1.0,0.5151515151515151,158608.62,False,False,0.6060606060606061
"Venture Global LNG, Inc.",53,32,1.0,0.6226415094339622,257500.03,False,False,0.6037735849056604
INFOSYS BPM LIMITED,40,24,1.0,0.3,99226.5,False,False,0.6
Man Investments USA Holdings Inc,30,18,1.0,0.5333333333333333,155000.0,False,False,0.6
NIKE RETAIL SERVICES INC,30,18,1.0,0.4666666666666667,136454.4,False,False,0.6
WNS NORTH AMERICA INC,25,15,1.0,0.6,130000.0,False,False,0.6
"Lucid Group USA, Inc.",20,12,1.0,0.7,131060.5,False,False,0.6
Oasys Technologies Inc,20,12,1.0,0.4,89211.0,False,False,0.6
Regional Management Corp.,20,12,1.0,0.55,111614.5,False,False,0.6
Saven Technologies Incorporated,20,12,1.0,0.4,76000.0,False,False,0.6
"WHITE COLLAR TECHNOLOGIES, INC",52,31,1.0,0.4423076923076923,89835.0,False,False,0.5961538461538461
Walleye Capital LLC,42,25,1.0,0.8571428571428571,175000.0,False,False,0.5952380952380952
"RiskSpan, Inc.",32,19,1.0,0.5,105000.0,False,False,0.59375
Goldman Sachs,4429,2619,0.9970648001806277,0.6111989162339129,124800.0,False,False,0.5913298713027771
"ICONIQ Capital, LLC",22,13,1.0,0.6363636363636364,160000.0,False,False,0.5909090909090909
"Yodlee, Inc.",22,13,1.0,0.45454545454545453,139400.0,False,False,0.5909090909090909
United Rentals Inc.,39,23,1.0,0.3333333333333333,119000.0,False,False,0.5897435897435898
Deel US LLC,124,73,0.9838709677419355,0.9193548387096774,135000.0,False,False,0.5887096774193549
CRRC MA CORPORATION,34,20,1.0,0.6176470588235294,89149.0,False,False,0.5882352941176471
Attain Finance LLC,17,10,0.7647058823529411,0.11764705882352941,,False,False,0.5882352941176471
"DV Group, LLC",17,10,1.0,0.6470588235294118,175000.0,False,False,0.5882352941176471
"Global Applications, LLC",17,10,1.0,0.7647058823529411,103355.0,False,False,0.5882352941176471
International Investing Group Inc,17,10,1.0,1.0,83200.0,False,False,0.5882352941176471
Shree Meldi Krupa LLC,17,10,1.0,0.8823529411764706,80000.0,False,False,0.5882352941176471
"Alcon Vision, LLC",46,27,1.0,0.7391304347826086,118685.0,False,False,0.5869565217391305
Ernst & Young U.S. LLP,15846,9253,0.9998737851823805,0.3317556481130885,143000.0,False,False,0.5839328537170264
SUMMIT BEND US CORPORATION,31,18,1.0,0.6129032258064516,64000.0,False,False,0.5806451612903226
Zion Cloud Solutions LLC,38,22,1.0,0.9210526315789473,84728.5,False,False,0.5789473684210527
HUNGRYPANDA US INC.,19,11,1.0,0.8947368421052632,61120.8,False,False,0.5789473684210527
"Murex North America, Inc.",19,11,1.0,0.21052631578947367,147000.0,False,False,0.5789473684210527
"TEXAS MOBILE PCS, LLC",19,11,1.0,1.0,59000.0,False,False,0.5789473684210527
The Wine Group Inc.,19,11,1.0,0.8947368421052632,169210.0,False,False,0.5789473684210527
Verizon Corporate Resources Group LLC,83,48,0.9879518072289156,0.1927710843373494,157050.0,False,False,0.5783132530120482
"Accelalpha, Inc.",26,15,1.0,0.38461538461538464,143000.0,False,False,0.5769230769230769
Edgile LLC,26,15,1.0,0.4230769230769231,132267.0,False,False,0.5769230769230769
"Vertafore, Inc.",26,15,1.0,0.038461538461538464,105318.03,False,False,0.5769230769230769
VLink Inc.,33,19,1.0,0.3333333333333333,96616.0,False,False,0.5757575757575758
Levi Strauss & Co.,61,35,1.0,0.22950819672131148,180524.7,False,False,0.5737704918032787
Adroit Associates Inc,68,39,1.0,0.16176470588235295,101899.0,False,False,0.5735294117647058
"Eversana Life Science Services, LLC",49,28,1.0,0.46938775510204084,120000.0,False,False,0.5714285714285714
"Arrowstreet Capital, Limited Partnership",42,24,1.0,0.42857142857142855,160000.0,False,False,0.5714285714285714
Goosehead Insurance Agency LLC,28,16,1.0,0.8214285714285714,155000.0,False,False,0.5714285714285714
Merrick Bank Corporation,21,12,1.0,0.19047619047619047,132400.0,False,False,0.5714285714285714
"OpenTable, Inc.",21,12,1.0,0.47619047619047616,182811.0,False,False,0.5714285714285714
PCOnline LLC,21,12,0.9523809523809523,0.6190476190476191,53768.0,False,False,0.5714285714285714
Praitech Inc,21,12,1.0,0.8095238095238095,77293.0,False,False,0.5714285714285714
"S.C. Johnson & Son, Inc.",21,12,1.0,0.47619047619047616,102080.0,False,False,0.5714285714285714
"Sedgwick Claims Management Services, Inc.",21,12,1.0,0.5714285714285714,80000.0,False,False,0.5714285714285714
Traba Inc.,21,12,1.0,1.0,140000.0,False,False,0.5714285714285714
"Vistra Retail Operations Company, LLC",21,12,1.0,0.2857142857142857,133067.0,False,False,0.5714285714285714
PwC US Consulting LLP,230,131,1.0,0.3782608695652174,174000.0,False,False,0.5695652173913044
"Braze, Inc.",37,21,1.0,0.6486486486486487,157900.0,False,False,0.5675675675675675
"GoFundMe, Inc.",37,21,1.0,0.7027027027027027,218750.0,False,False,0.5675675675675675
"SMBC Nikko Securities America, Inc.",37,21,1.0,0.8108108108108109,115731.0,False,False,0.5675675675675675
SOFTWARE ENTERPRISE LLC,30,17,1.0,0.6666666666666666,82534.4,False,False,0.5666666666666667
"IVY Enterprises, Inc.",23,13,1.0,0.6086956521739131,59734.399999999994,False,False,0.5652173913043478
"Tada Cognitive Solutions, LLC",23,13,1.0,0.4782608695652174,65541.0,False,False,0.5652173913043478
Optiver Services US LLC,85,48,1.0,0.8117647058823529,150000.0,False,False,0.5647058823529412
"Asta CRS, Inc.",128,72,1.0,0.453125,96720.0,False,False,0.5625
Federal-Mogul Powertrain LLC,32,18,1.0,0.71875,131999.92,False,False,0.5625
Gilbane Building Company,32,18,1.0,0.75,94910.5,False,False,0.5625
"AUTOMATION ANYWHERE, INC.",50,28,1.0,0.34,160000.0,False,False,0.56
"Optym, Inc.",25,14,1.0,0.8,122500.0,False,False,0.56
"Persona Identities, Inc.",25,14,1.0,0.92,189311.0,False,False,0.56
"Suki AI, Inc.",25,14,1.0,0.64,173638.0,False,False,0.56
Highmark Health,61,34,1.0,0.5245901639344263,129398.39,False,False,0.5573770491803278
"Carvana, LLC",63,35,1.0,0.36507936507936506,121152.0,False,False,0.5555555555555556
GLOBAL NURSING RECRUITERS,36,20,1.0,0.7777777777777778,68640.0,False,False,0.5555555555555556
Carnegie Pharmaceuticals LLC,18,10,1.0,0.6666666666666666,66550.0,False,False,0.5555555555555556
Dynasticx LLC,18,10,1.0,0.7222222222222222,85530.0,False,False,0.5555555555555556
"EDF Renewables, Inc.",18,10,1.0,0.7222222222222222,89086.0,False,False,0.5555555555555556
EverCommerce Solutions Inc.,18,10,1.0,0.5555555555555556,150000.0,False,False,0.5555555555555556
InGenius LLC,18,10,1.0,0.5,64709.0,False,False,0.5555555555555556
Mercury Financial LLC,18,10,1.0,0.6111111111111112,138939.0,False,False,0.5555555555555556
"Quantbot Technologies, LP",18,10,1.0,0.6666666666666666,152500.0,False,False,0.5555555555555556
"Springs Window Fashions, LLC",18,10,0.9444444444444444,0.3888888888888889,110000.0,False,False,0.5555555555555556
TT Commerce & Global Services LLC,1390,772,1.0,0.9892086330935251,,False,False,0.5553956834532374
Transamerica Life Insurance Company,56,31,1.0,0.26785714285714285,121500.0,False,False,0.5535714285714286
APIC US INC.,47,26,1.0,0.9787234042553191,146307.0,False,False,0.5531914893617021
Canadian Solar U.S. Module Manufacturing Corporation,47,26,1.0,0.9787234042553191,73500.18,False,False,0.5531914893617021
"TRINITY PARTNERS, LLC",85,47,1.0,0.47058823529411764,137112.0,False,False,0.5529411764705883
"BlackRock Corporation US, Inc.",38,21,1.0,0.3684210526315789,144700.0,False,False,0.5526315789473685
Cognowiz LLC,38,21,1.0,0.7368421052631579,95777.5,False,False,0.5526315789473685
"Nissan North America, Inc.",38,21,1.0,0.6052631578947368,114067.0,False,False,0.5526315789473685
"TD Bank, National Association",116,64,1.0,0.5431034482758621,133740.0,False,False,0.5517241379310345
"PA Consulting Group, Inc.",29,16,1.0,0.6551724137931034,110000.0,False,False,0.5517241379310345
"United HealthCare Services, Inc.",89,49,1.0,0.4943820224719101,107255.0,False,False,0.550561797752809
Alfa Laval Inc.,20,11,1.0,0.5,86008.0,False,False,0.55
"Exel, Inc.",117,64,1.0,0.6068376068376068,90000.0,False,False,0.5470085470085471
AbbVie US LLC,64,35,1.0,0.203125,158000.0,False,False,0.546875
"Cox Automotive Corporate Services, LLC",203,111,1.0,0.07389162561576355,150413.99,False,False,0.5467980295566502
Topgolf Callaway Brands Corp.,22,12,0.9545454545454546,0.4090909090909091,131569.405,False,False,0.5454545454545454
"AT&T MOBILITY SERVICES, LLC",35,19,1.0,0.3142857142857143,166268.91,False,False,0.5428571428571428
"Fifth Third Bank, National Association",118,64,1.0,0.6186440677966102,120000.0,False,False,0.5423728813559322
eClinicalWorks LLC,260,141,1.0,0.11153846153846154,106000.0,False,False,0.5423076923076923
"Intellinum, Inc.",24,13,1.0,0.625,170000.0,False,False,0.5416666666666666
"Wi-Tronix, LLC",24,13,1.0,0.4583333333333333,115000.0,False,False,0.5416666666666666
"William Blair & Company, LLC",24,13,1.0,0.625,175000.0,False,False,0.5416666666666666
"Anaplan, Inc.",52,28,1.0,0.4423076923076923,163200.0,False,False,0.5384615384615384
Sigma-Aldrich Corporation,52,28,1.0,0.23076923076923078,125461.5,False,False,0.5384615384615384
StoneX Group Inc.,41,22,1.0,0.4146341463414634,90002.0,False,False,0.5365853658536586
"JUMP OPERATIONS, LLC",129,69,1.0,0.6124031007751938,200000.0,False,False,0.5348837209302325
Faraday & Future Inc.,43,23,1.0,0.46511627906976744,115981.0,False,False,0.5348837209302325
Genzyme Corporation,43,23,1.0,0.5348837209302325,136825.0,False,False,0.5348837209302325
"Governmentjobs.com, Inc.",30,16,1.0,0.4,155195.34,False,False,0.5333333333333333
Vimo Inc.,30,16,1.0,0.4666666666666667,170743.0,False,False,0.5333333333333333
Computek Solutions Inc.,32,17,1.0,0.28125,88192.0,False,False,0.53125
Schonfeld Strategic Advisors LLC,49,26,1.0,0.6122448979591837,204250.0,False,False,0.5306122448979592
ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP.,108,57,1.0,0.2962962962962963,124800.0,False,False,0.5277777777777778
"Iron Mountain Information Management, LLC",36,19,1.0,0.3611111111111111,139959.0,False,False,0.5277777777777778
FactSet Research Systems Inc.,74,39,1.0,0.12162162162162163,147500.0,False,False,0.527027027027027
PharmaACE LLC,38,20,1.0,0.3684210526315789,146000.0,False,False,0.5263157894736842
Clorox Services Company,19,10,1.0,0.3684210526315789,158361.0,False,False,0.5263157894736842
Epicor Software Corporation,19,10,1.0,0.7894736842105263,115000.0,False,False,0.5263157894736842
"IntegriChain, Inc.",19,10,1.0,0.21052631578947367,160071.47999999998,False,False,0.5263157894736842
Outreach Corporation,19,10,1.0,0.631578947368421,178500.0,False,False,0.5263157894736842
The Procter & Gamble U.S. Business Services Company,19,10,1.0,0.15789473684210525,179025.0,False,False,0.5263157894736842
MH Sub I LLC,59,31,1.0,0.4406779661016949,118965.08,False,False,0.5254237288135594
NOVARTIS PHARMACEUTICALS CORPORATION,189,99,1.0,0.5978835978835979,142771.0,False,False,0.5238095238095238
I BRAIN SOLUTIONS LLC,42,22,1.0,0.8809523809523809,90001.6,False,False,0.5238095238095238
Belden Inc.,21,11,1.0,0.5714285714285714,97500.0,False,False,0.5238095238095238
Calamos Advisors LLC,21,11,1.0,0.5714285714285714,107000.0,False,False,0.5238095238095238
ELC Beauty LLC,65,34,1.0,0.3230769230769231,145100.0,False,False,0.5230769230769231
Luxottica of America Inc.,65,34,0.9846153846153847,0.35384615384615387,123899.0,False,False,0.5230769230769231
STV Construction Inc.,46,24,1.0,0.6739130434782609,85051.2,False,False,0.5217391304347826
"Bunge North America, Inc.",23,12,1.0,0.6521739130434783,87665.0,False,False,0.5217391304347826
ITSUTRA INC.,23,12,1.0,0.08695652173913043,75000.0,False,False,0.5217391304347826
"Dentsu International Americas, LLC",25,13,1.0,0.56,120060.0,False,False,0.52
Open Avenues Foundation,302,157,0.9933774834437086,0.7980132450331126,84094.4,False,False,0.5198675496688742
PwC US Group LLP,77,40,1.0,0.23376623376623376,160000.0,False,False,0.5194805194805194
"Team Belvedere, LLC",52,27,1.0,0.9230769230769231,150000.0,False,False,0.5192307692307693
"Atlas Securitized Products Partners, L.P.",27,14,1.0,0.5925925925925926,150000.0,False,False,0.5185185185185185
Invisible Technologies Inc.,27,14,1.0,0.8888888888888888,187500.0,False,False,0.5185185185185185
The Scotts Company LLC,27,14,1.0,0.25925925925925924,125091.0,False,False,0.5185185185185185
JSM CONSULTING INC,29,15,1.0,0.4827586206896552,106831.0,False,False,0.5172413793103449
Varo Bank N.A.,29,15,1.0,0.3793103448275862,197847.0,False,False,0.5172413793103449
Epson America Inc,31,16,1.0,0.45161290322580644,177132.5,False,False,0.5161290322580645
"PCE Paragon Solutions USA, Inc.",31,16,1.0,0.7741935483870968,71490.0,False,False,0.5161290322580645
Sony Music Entertainment,33,17,1.0,0.30303030303030304,144857.0,False,False,0.5151515151515151
"Moody's Investors Service, Inc.",216,111,1.0,0.37962962962962965,144392.5,False,False,0.5138888888888888
Turing Enterprises Inc.,39,20,1.0,0.717948717948718,185750.0,False,False,0.5128205128205128
"Airwallex US, LLC",41,21,1.0,0.8780487804878049,210000.0,False,False,0.5121951219512195
"BlackRock Financial Management, Inc.",850,435,0.9952941176470588,0.47294117647058825,140000.0,False,False,0.5117647058823529
"Jazz Pharmaceuticals, Inc.",43,22,1.0,0.18604651162790697,144000.0,False,False,0.5116279069767442
"DATSON360, LLC",47,24,1.0,0.6808510638297872,81900.0,False,False,0.5106382978723404
"Arevon Energy, Inc.",49,25,1.0,0.5102040816326531,105000.0,False,False,0.5102040816326531
"Driscoll's, Inc.",49,25,1.0,0.4489795918367347,130634.5,False,False,0.5102040816326531
"Invesco Group Services, Inc.",100,51,1.0,0.45,144000.0,False,False,0.51
"o9 Solutions, Inc.",114,58,1.0,0.42105263157894735,127011.0,False,False,0.5087719298245614
Bhrigus Inc.,59,30,1.0,0.3559322033898305,83866.0,False,False,0.5084745762711864
Intuit Inc.,1302,661,0.999231950844854,0.5768049155145929,176677.5,False,False,0.5076804915514593
Bank of America,1784,897,0.999439461883408,0.35033632286995514,156000.0,False,False,0.5028026905829597
"Circana, LLC",96,48,1.0,0.21875,118414.0,False,False,0.5
BMO Bank N.A.,68,34,1.0,0.17647058823529413,123265.0,False,False,0.5
Stryder Corporation,58,29,1.0,0.9137931034482759,196300.0,False,False,0.5
National Financial Services LLC d/b/a Fidelity Investments,50,25,1.0,0.48,125010.0,False,False,0.5
"PubMatic, Inc.",48,24,1.0,0.3541666666666667,146307.0,False,False,0.5
Workato Inc.,38,19,1.0,0.42105263157894735,144664.0,False,False,0.5
"Belcher Pharmaceuticals, LLC",32,16,1.0,0.34375,86101.5,False,False,0.5
Henkel Corporation,32,16,1.0,0.6875,93142.0,False,False,0.5
Clay Labs Inc.,30,15,1.0,0.9,170000.0,False,False,0.5
Sungrow USA Corporation,30,15,1.0,0.5333333333333333,110000.0,False,False,0.5
Precisely Software Incorporated,28,14,1.0,0.35714285714285715,146307.0,False,False,0.5
Sallie Mae Bank,28,14,1.0,0.5357142857142857,118872.0,False,False,0.5
"Definitive Healthcare, LLC",26,13,1.0,0.5,137700.0,False,False,0.5
Grey Orange Incorporated,26,13,1.0,0.5769230769230769,84071.5,False,False,0.5
"Rent-a-Center Texas, LP",26,13,0.9230769230769231,0.3076923076923077,106458.5,False,False,0.5
"Zum Services, Inc.",26,13,1.0,0.6153846153846154,175000.0,False,False,0.5
AGS LLC,24,12,1.0,0.625,109054.0,False,False,0.5
Global Lending Services LLC,24,12,1.0,0.5416666666666666,115000.0,False,False,0.5
"Fashion Nova, LLC",22,11,1.0,0.9090909090909091,93339.0,False,False,0.5
"Formagrid, Inc.",22,11,1.0,0.6363636363636364,208800.0,False,False,0.5
Freedom Mortgage Corporation,22,11,1.0,0.18181818181818182,117759.5,False,False,0.5
Newmont International Services Limited,22,11,1.0,0.7727272727272727,129194.0,False,False,0.5
eGain Corporation,22,11,0.9545454545454546,0.4090909090909091,165008.0,False,False,0.5
Atmus Filtration Inc.,20,10,1.0,0.3,,False,False,0.5
CROWLEY MARITIME CORPORATION,20,10,1.0,0.1,116563.0,False,False,0.5
Sidel Inc.,20,10,1.0,0.9,94270.0,False,False,0.5
"DPR Construction, A General Partnership",199,99,1.0,0.4472361809045226,96138.0,False,False,0.49748743718592964
"SMBC Capital Markets, Inc.",99,49,1.0,0.6868686868686869,131468.0,False,False,0.494949494949495
"Chime Financial, Inc.",221,109,1.0,0.579185520361991,185050.0,False,False,0.49321266968325794
Keystone Strategy LLC,67,33,1.0,0.746268656716418,175386.0,False,False,0.4925373134328358
KeyBank National Association,65,32,1.0,0.4153846153846154,127140.0,False,False,0.49230769230769234
Pillpack LLC,53,26,1.0,0.37735849056603776,137259.0,False,False,0.49056603773584906
"HiLabs, Inc",49,24,1.0,0.7755102040816326,135000.0,False,False,0.4897959183673469
Neurealm Inc,39,19,1.0,0.28205128205128205,116469.5,False,False,0.48717948717948717
Exzac,76,37,1.0,0.5131578947368421,150000.0,False,False,0.4868421052631579
ASARCO LLC,37,18,1.0,0.8108108108108109,117000.0,False,False,0.4864864864864865
"WestRock Services, LLC",37,18,1.0,0.7297297297297297,118625.1,False,False,0.4864864864864865
"Yardi Systems, Inc.",35,17,1.0,0.37142857142857144,150000.0,False,False,0.4857142857142857
"Niagara Bottling, LLC",173,84,1.0,0.4393063583815029,123675.0,False,False,0.48554913294797686
"Swift Beef Company, a JBS USA Subsidiary",33,16,1.0,0.36363636363636365,125000.0,False,False,0.48484848484848486
"Academy, LTD",62,30,1.0,0.5483870967741935,122000.0,False,False,0.4838709677419355
Crown Equipment Corporation,31,15,1.0,0.25806451612903225,131500.0,False,False,0.4838709677419355
"Commure, Inc.",91,44,1.0,0.8571428571428571,146307.0,False,False,0.4835164835164835
Circle K Stores Inc.,60,29,1.0,0.7,130000.0,False,False,0.48333333333333334
Deloitte,11172,5398,0.9989258861439313,0.3548156104547082,126256.0,False,False,0.483172216254923
"Remitly, Inc.",114,55,1.0,0.5526315789473685,164900.0,False,False,0.4824561403508772
Amica Mutual Insurance Company,27,13,0.9629629629629629,0.037037037037037035,113841.0,False,False,0.48148148148148145
"West Pharmaceutical Services, Inc.",27,13,1.0,0.1111111111111111,138570.0,False,False,0.48148148148148145
"Okta, Inc.",214,103,1.0,0.29906542056074764,162118.5,False,False,0.48130841121495327
Avery Dennison Corporation,52,25,1.0,0.5769230769230769,103500.0,False,False,0.4807692307692308
"Checkr, Inc.",25,12,1.0,0.68,163636.0,False,False,0.48
HIDDEN LAKE TECHNOLOGIES INC.,25,12,1.0,0.84,88000.0,False,False,0.48
"Olam Americas, LLC",25,12,1.0,1.0,152500.0,False,False,0.48
DREAM Venture Labs Inc.,73,35,1.0,0.9178082191780822,85300.8,False,False,0.4794520547945205
GURU CONSULTING SERVICES LLC,71,34,1.0,0.9577464788732394,73528.0,False,False,0.4788732394366197
"Wesco Distribution, Inc.",46,22,1.0,0.43478260869565216,138925.465,False,False,0.4782608695652174
California Capital Insurance Company,23,11,1.0,0.6956521739130435,83096.0,False,False,0.4782608695652174
"iHealth Labs, Inc.",23,11,1.0,0.6086956521739131,89000.0,False,False,0.4782608695652174
"CTC Trading Group, LLC",65,31,1.0,0.4153846153846154,200000.0,False,False,0.47692307692307695
Harness Inc.,63,30,1.0,0.6666666666666666,220000.0,False,False,0.47619047619047616
"Airbyte, Inc.",21,10,1.0,0.8571428571428571,202924.5,False,False,0.47619047619047616
Bank of Hope,21,10,1.0,0.5714285714285714,129500.0,False,False,0.47619047619047616
Environmental Defense Fund Inc.,21,10,1.0,0.14285714285714285,120575.0,False,False,0.47619047619047616
KNACK NY INC,21,10,1.0,0.7619047619047619,96397.6,False,False,0.47619047619047616
"Match Group Americas, LLC",21,10,1.0,0.7619047619047619,158500.0,False,False,0.47619047619047616
"Jinko Solar (U.S.) Industries, Inc.",40,19,1.0,0.95,80300.0,False,False,0.475
"Tapestry, Inc.",57,27,0.9824561403508771,0.2631578947368421,128392.5,False,False,0.47368421052631576
"Jones Lang LaSalle Americas, Inc.",108,51,1.0,0.3055555555555556,126000.0,False,False,0.4722222222222222
Mesquite Modules Corporation,36,17,1.0,0.9166666666666666,,False,False,0.4722222222222222
The Lane Construction Corporation,36,17,1.0,0.7222222222222222,93600.0,False,False,0.4722222222222222
"AIG PC Global Services, Inc.",89,42,1.0,0.651685393258427,135533.0,False,False,0.47191011235955055
"American Credit Acceptance, LLC",49,23,1.0,0.5306122448979592,98250.1,False,False,0.46938775510204084
"Santander Holdings USA, Inc.",49,23,1.0,0.5918367346938775,130000.0,False,False,0.46938775510204084
Knapp Inc.,32,15,1.0,0.6875,87537.0,False,False,0.46875
China Telecom (Americas) Corporation,30,14,1.0,0.5333333333333333,70000.0,False,False,0.4666666666666667
"Finco Services, Inc",30,14,1.0,0.5,214000.0,False,False,0.4666666666666667
"Udemy, Inc.",30,14,1.0,0.26666666666666666,170500.0,False,False,0.4666666666666667
"Novo Nordisk, Inc.",43,20,1.0,0.627906976744186,167500.0,False,False,0.46511627906976744
Lenovo (United States) Inc,142,66,1.0,0.6197183098591549,108357.5,False,False,0.4647887323943662
Citigroup,2822,1311,0.9996456413890857,0.406094968107725,156081.725,False,False,0.46456413890857545
Danfoss Power Solutions (US) Company,28,13,1.0,0.4642857142857143,111149.155,False,False,0.4642857142857143
"Woodside Energy USA Services, Inc.",28,13,1.0,0.5357142857142857,243620.0,False,False,0.4642857142857143
