EMPLOYER_CANONICAL,total_filings,mba_relevant_filings,certified,new_position_share,median_annual_wage,any_willful_violator,any_h1b_dependent,mba_share
Samsara Inc.,116,40,1.0,0.49137931034482757,139589.0,False,False,0.3448275862068966
"ABC Supply NSC, LLC",29,10,1.0,0.3448275862068966,128877.0,False,False,0.3448275862068966
"BitGo, Inc.",29,10,1.0,0.9655172413793104,210000.0,False,False,0.3448275862068966
Sony Pictures Entertainment Inc.,29,10,1.0,0.1724137931034483,134000.0,False,False,0.3448275862068966
"Align Technology, Inc.",122,42,1.0,0.48360655737704916,160777.505,False,False,0.3442622950819672
Nexturn Inc,64,22,1.0,0.703125,105103.0,False,False,0.34375
Maganti IT Resources LLC,32,11,1.0,0.40625,108160.0,False,False,0.34375
Mid-Atlantic Permanente Medical Group,32,11,1.0,0.3125,92612.0,False,False,0.34375
R1 RCM Holdco Inc.,32,11,1.0,0.53125,131079.52,False,False,0.34375
Rentokil North America Inc.,32,11,0.96875,0.78125,123153.5,False,False,0.34375
Wayfair LLC,475,163,1.0,0.5431578947368421,167079.0,False,False,0.3431578947368421
Athene Annuity and Life Company,35,12,1.0,0.2857142857142857,140000.0,False,False,0.34285714285714286
"Benchling, Inc.",35,12,1.0,0.5714285714285714,190000.0,False,False,0.34285714285714286
"Formlabs, Inc.",38,13,1.0,0.7631578947368421,109100.0,False,False,0.34210526315789475
"Health Catalyst, Inc.",38,13,1.0,0.4473684210526316,107200.0,False,False,0.34210526315789475
"International Flavors & Fragrances, Inc.",38,13,1.0,0.8947368421052632,103334.0,False,False,0.34210526315789475
Lennar Corporation,38,13,1.0,0.5263157894736842,171859.66,False,False,0.34210526315789475
"SGS NORTH AMERICA, INC.",38,13,1.0,0.47368421052631576,90189.0,False,False,0.34210526315789475
Solstice Solutions Inc,38,13,1.0,0.8157894736842105,64000.0,False,False,0.34210526315789475
"ValueMomentum, Inc.",231,79,1.0,0.22510822510822512,130000.0,False,False,0.341991341991342
"AIG Employee Services, Inc.",41,14,1.0,0.4146341463414634,142068.0,False,False,0.34146341463414637
GE VERNOVA INTERNATIONAL LLC,41,14,1.0,0.5365853658536586,120100.0,False,False,0.34146341463414637
"Worley Group, Inc.",41,14,1.0,0.5365853658536586,168480.0,False,False,0.34146341463414637
"Sephora USA, Inc.",91,31,1.0,0.25274725274725274,155605.0,False,False,0.34065934065934067
"Mohawk Industries, Inc.",53,18,0.9811320754716981,0.32075471698113206,135000.0,False,False,0.33962264150943394
"Gartner, Inc.",83,28,1.0,0.26506024096385544,148949.0,False,False,0.3373493975903614
"Zuora, Inc.",83,28,1.0,0.3855421686746988,181250.0,False,False,0.3373493975903614
"London Stock Exchange Group Holdings, Inc.",93,31,1.0,0.5698924731182796,130000.0,False,False,0.3333333333333333
"Navan, Inc.",81,27,1.0,0.6296296296296297,170227.0,False,False,0.3333333333333333
"XENONINFOTEK, INC",81,27,1.0,0.48148148148148145,90001.6,False,False,0.3333333333333333
PHILIPS NORTH AMERICA LLC,72,24,0.9861111111111112,0.2916666666666667,122970.0,False,False,0.3333333333333333
UL LLC,66,22,1.0,0.3787878787878788,132434.0,False,False,0.3333333333333333
"Tubi, Inc.",57,19,1.0,0.49122807017543857,203534.3,False,False,0.3333333333333333
"Spirent Communications, Inc.",51,17,1.0,0.3137254901960784,125883.0,False,False,0.3333333333333333
"RICONPHARMA, LLC",48,16,1.0,0.5,95750.0,False,False,0.3333333333333333
Infoblox Inc.,45,15,1.0,0.4444444444444444,160000.0,False,False,0.3333333333333333
Encora Digital LLC,42,14,1.0,0.38095238095238093,120000.0,False,False,0.3333333333333333
"Regeneron Genetics Center, LLC",42,14,1.0,0.5714285714285714,171105.755,False,False,0.3333333333333333
SMBC MANUBANK,36,12,1.0,0.3888888888888889,131893.0,False,False,0.3333333333333333
Asoft Consulting LLC,33,11,1.0,0.5757575757575758,98238.4,False,False,0.3333333333333333
"Bio-Med Services, Inc.",33,11,1.0,0.5757575757575758,76876.8,False,False,0.3333333333333333
"FMC Technologies, Inc.",33,11,1.0,0.696969696969697,120000.0,False,False,0.3333333333333333
"OneH2, Inc.",33,11,1.0,0.7878787878787878,92500.0,False,False,0.3333333333333333
JPMorgan Chase & Co.,6341,2109,0.9984229616779687,0.2671502917520896,155300.0,False,False,0.33259738211638545
UBS Business Solutions US LLC,701,233,0.9971469329529244,0.30385164051355207,137000.0,False,False,0.33238231098430815
Renesas Electronics America Inc.,133,44,1.0,0.5263157894736842,135012.48,False,False,0.3308270676691729
MPG Operations LLC,469,155,1.0,0.6204690831556503,121035.5,False,False,0.3304904051172708
"VOLVO GROUP NORTH AMERICA, LLC",73,24,1.0,0.589041095890411,95577.0,False,False,0.3287671232876712
"Live Nation Worldwide, Inc.",70,23,1.0,0.4,157000.0,False,False,0.32857142857142857
"Huron Consulting Services, LLC",61,20,1.0,0.4098360655737705,152500.0,False,False,0.32786885245901637
"Sensata Technologies, Inc.",61,20,1.0,0.5409836065573771,128092.02,False,False,0.32786885245901637
"Alkermes, Inc.",55,18,1.0,0.509090909090909,132000.0,False,False,0.32727272727272727
State Street Bank and Trust Company,603,197,0.9983416252072969,0.35655058043117743,133724.0,False,False,0.32669983416252074
"Circle Internet Financial, LLC",49,16,1.0,0.22448979591836735,184150.0,False,False,0.32653061224489793
"SquareTrade, Inc.",49,16,1.0,0.4897959183673469,140000.0,False,False,0.32653061224489793
"Santander Bank, N.A.",80,26,1.0,0.4,130000.0,False,False,0.325
"GXO Logistics Corporate Services, Inc.",40,13,1.0,0.275,100942.0,False,False,0.325
"Motive Technologies, Inc.",40,13,1.0,0.4,186900.0,False,False,0.325
"Verkada, Inc",148,48,1.0,0.6418918918918919,150000.0,False,False,0.32432432432432434
"Belk, Inc.",37,12,1.0,0.13513513513513514,131525.0,False,False,0.32432432432432434
"Hims, Inc.",37,12,1.0,0.7567567567567568,171700.0,False,False,0.32432432432432434
GenScript USA Inc.,71,23,1.0,0.8309859154929577,90000.0,False,False,0.323943661971831
Discover Products Inc,204,66,1.0,0.14705882352941177,119330.0,False,False,0.3235294117647059
"ZoomInfo Technologies, LLC",102,33,1.0,0.3431372549019608,164000.0,False,False,0.3235294117647059
"DRW Holdings, LLC",68,22,1.0,0.5882352941176471,150000.0,False,False,0.3235294117647059
Bright Horizons Children's Centers LLC,34,11,1.0,0.11764705882352941,140021.5,False,False,0.3235294117647059
Hikma Pharmaceuticals USA Inc.,34,11,1.0,0.17647058823529413,111249.0,False,False,0.3235294117647059
Pacific Life Insurance Company,34,11,1.0,0.5882352941176471,143037.0,False,False,0.3235294117647059
"Dow Jones and Company, Inc.",65,21,1.0,0.2,153830.5,False,False,0.3230769230769231
"Advanced Energy Industries, Inc.",62,20,0.9838709677419355,0.6774193548387096,99944.0,False,False,0.3225806451612903
Flowserve US Company,31,10,1.0,0.4838709677419355,104414.95,False,False,0.3225806451612903
"Mobile Programming, LLC",31,10,1.0,0.3870967741935484,139443.0,False,False,0.3225806451612903
"Uber Technologies, Inc.",1560,502,0.9993589743589744,0.4794871794871795,191700.0,False,False,0.3217948717948718
LOCAL INITIATIVE HEALTH AUTHORITY FOR LOS ANGELES COUNTY,56,18,0.9821428571428571,0.26785714285714285,152357.53,False,False,0.32142857142857145
"American Technology Consulting, LLC",50,16,1.0,0.72,77178.0,False,False,0.32
Bendix Commercial Vehicle Systems LLC,50,16,1.0,0.22,117875.0,False,False,0.32
"Morningstar, Inc.",50,16,1.0,0.38,124409.5,False,False,0.32
UST HEALTHPROOF INC.,97,31,1.0,0.7010309278350515,100714.0,False,False,0.31958762886597936
First Citizens Bank and Trust Co.,360,115,1.0,0.21666666666666667,132679.0,False,False,0.3194444444444444
"Arthur J. Gallagher Service Company, LLC",94,30,1.0,0.44680851063829785,130000.0,False,False,0.3191489361702128
"Blackline Systems, Inc.",69,22,1.0,0.42028985507246375,151503.0,False,False,0.3188405797101449
"Halliburton Energy Services, Inc.",69,22,1.0,0.5652173913043478,130824.0,False,False,0.3188405797101449
Parexel International LLC,69,22,1.0,0.34782608695652173,134000.0,False,False,0.3188405797101449
"MUFG Bank, Ltd.",176,56,1.0,0.16477272727272727,145000.0,False,False,0.3181818181818182
"Elasticsearch, Inc.",44,14,1.0,0.5,192450.0,False,False,0.3181818181818182
Amgen Inc.,745,237,0.9986577181208054,0.4174496644295302,135000.0,False,False,0.3181208053691275
LatentView Analytics Corporation,195,62,1.0,0.517948717948718,148699.0,False,False,0.31794871794871793
"Alexion Pharmaceuticals, Inc.",85,27,0.9882352941176471,0.5058823529411764,143776.76,False,False,0.3176470588235294
"LG Electronics U.S.A., Inc.",41,13,1.0,0.4634146341463415,102315.5,False,False,0.3170731707317073
"Becton, Dickinson and Company",262,83,1.0,0.46564885496183206,135000.0,False,False,0.31679389312977096
"People Center, Inc. d/b/a Rippling",180,57,1.0,0.6944444444444444,234000.0,False,False,0.31666666666666665
Kohler Company,60,19,1.0,0.5166666666666667,127186.5,False,False,0.31666666666666665
Bloom Energy Corporation,79,25,1.0,0.4430379746835443,167524.35,False,False,0.31645569620253167
Bloomberg L.P.,819,259,1.0,0.4542124542124542,151819.0,False,False,0.3162393162393162
"7-Eleven, Inc.",174,55,1.0,0.20689655172413793,128349.0,False,False,0.3160919540229885
INFOSYS LIMITED,10377,3280,1.0,0.23330442324371206,92581.0,False,False,0.3160836465259709
AMERISOURCEBERGEN SERVICES CORPORATION,76,24,1.0,0.39473684210526316,127000.0,False,False,0.3157894736842105
"Agilysys NV, LLC",57,18,1.0,0.543859649122807,112361.07,False,False,0.3157894736842105
Comerica Management Company,57,18,1.0,0.3157894736842105,142600.0,False,False,0.3157894736842105
"Ashley Furniture Industries, LLC",38,12,0.9736842105263158,0.23684210526315788,120458.0,False,False,0.3157894736842105
"Continental Tire The Americas, LLC",38,12,1.0,0.6842105263157895,105000.0,False,False,0.3157894736842105
"Hatch Associates Consultants, Inc.",38,12,1.0,0.6578947368421053,113400.0,False,False,0.3157894736842105
ByteDance Inc.,1957,617,1.0,0.71691364333163,204680.0,False,False,0.31527848748083803
DFS Services LLC,54,17,1.0,0.2962962962962963,136136.0,False,False,0.3148148148148148
"CYGNUS PROFESSIONALS, INC.",35,11,1.0,0.5428571428571428,93954.0,False,False,0.3142857142857143
"Flexport, Inc.",67,21,1.0,0.6417910447761194,163820.315,False,False,0.31343283582089554
"MedHOK, Inc.",32,10,1.0,0.125,126870.0,False,False,0.3125
Edwards Lifesciences LLC,119,37,1.0,0.37815126050420167,118664.0,False,False,0.31092436974789917
"GEODIS Logistics, LLC",74,23,1.0,0.17567567567567569,115856.0,False,False,0.3108108108108108
Trimble Inc.,116,36,0.9827586206896551,0.5172413793103449,117984.51,False,False,0.3103448275862069
Abercrombie & Fitch Management Co.,71,22,1.0,0.15492957746478872,140026.0,False,False,0.30985915492957744
"Credit One Bank, N.A.",155,48,1.0,0.45161290322580644,96798.0,False,False,0.3096774193548387
"ECCLESIASTES, INC.",42,13,1.0,0.5,72010.0,False,False,0.30952380952380953
"American Axle & Manufacturing, Inc.",55,17,1.0,0.10909090909090909,126062.16500000001,False,False,0.3090909090909091
"Cisco Systems, Inc.",2444,755,0.9995908346972177,0.707037643207856,140400.0,False,False,0.3089198036006547
"National Oilwell Varco, L.P.",81,25,0.9876543209876543,0.5185185185185185,126980.22,False,False,0.30864197530864196
"Infor (US), LLC",94,29,1.0,0.2978723404255319,135000.0,False,False,0.30851063829787234
"Peloton Interactive, Inc.",94,29,1.0,0.46808510638297873,127878.0,False,False,0.30851063829787234
"Semiconductor Components Industries, LLC",234,72,1.0,0.6752136752136753,108399.5,False,False,0.3076923076923077
"INCEDO, INC.",195,60,1.0,0.6205128205128205,112444.5,False,False,0.3076923076923077
Boston Medical Center Corporation,104,32,0.9807692307692307,0.5865384615384616,85925.0,False,False,0.3076923076923077
"DigitalOcean, LLC",65,20,0.9846153846153847,0.8769230769230769,166483.5,False,False,0.3076923076923077
"Primesoft, Inc.",39,12,1.0,0.10256410256410256,108222.0,False,False,0.3076923076923077
"ROOTSHELL ENTERPRISE TECHNOLOGIES, INC",39,12,1.0,0.8461538461538461,113079.0,False,False,0.3076923076923077
LendingClub Bank National Association,150,46,1.0,0.6066666666666667,174340.0,False,False,0.30666666666666664
"Globus Medical, Inc.",49,15,1.0,0.7346938775510204,106578.73999999999,False,False,0.30612244897959184
"Prosper Marketplace, Inc.",72,22,0.9861111111111112,0.3611111111111111,148155.5,False,False,0.3055555555555556
"Ripple Labs, Inc.",72,22,1.0,0.4027777777777778,202045.0,False,False,0.3055555555555556
Epic Systems Corporation,36,11,1.0,0.2222222222222222,128300.0,False,False,0.3055555555555556
"EvonSys, Inc.",36,11,1.0,0.5277777777777778,140000.0,False,False,0.3055555555555556
"McLane Company, Inc.",36,11,1.0,0.6666666666666666,109442.95,False,False,0.3055555555555556
"Trinamix, Inc.",36,11,1.0,0.5277777777777778,152500.0,False,False,0.3055555555555556
Tradeweb Markets LLC,95,29,1.0,0.5789473684210527,162500.0,False,False,0.30526315789473685
"Riot Games, Inc.",177,54,1.0,0.5310734463276836,151549.0,False,False,0.3050847457627119
Kyndryl Inc.,59,18,1.0,0.3389830508474576,149741.16,False,False,0.3050847457627119
NIKE USA Inc.,59,18,1.0,0.2711864406779661,170709.11,False,False,0.3050847457627119
"UiPath, Inc.",59,18,1.0,0.4915254237288136,162303.765,False,False,0.3050847457627119
PTC Inc.,92,28,1.0,0.32608695652173914,129379.5,False,False,0.30434782608695654
"Petco Animal Supplies Stores, Inc.",56,17,1.0,0.44642857142857145,156500.0,False,False,0.30357142857142855
"Exelixis, Inc.",66,20,1.0,0.4696969696969697,203883.88,False,False,0.30303030303030304
"ICW GROUP HOLDINGS, INC.",33,10,1.0,0.5151515151515151,136906.0,False,False,0.30303030303030304
NOUS INFOSYSTEMS INC,33,10,1.0,0.6666666666666666,107000.0,False,False,0.30303030303030304
"OPUS TECHNOLOGIES, INC.",33,10,1.0,0.5757575757575758,132000.0,False,False,0.30303030303030304
"Powerback Rehabilitation, LLC",33,10,1.0,0.48484848484848486,95451.20000000001,False,False,0.30303030303030304
"mPulse Mobile, Inc.",33,10,1.0,0.18181818181818182,117291.0,False,False,0.30303030303030304
"Cricut, Inc.",43,13,1.0,0.5813953488372093,120000.0,False,False,0.3023255813953488
"Discovery Communications, LLC",43,13,1.0,0.16279069767441862,158582.0,False,False,0.3023255813953488
"Volkswagen Group of America, Inc.",43,13,1.0,0.37209302325581395,153531.8,False,False,0.3023255813953488
"DGN Technologies, Inc",149,45,1.0,0.6510067114093959,135500.0,False,False,0.30201342281879195
Hyatt Corporation,73,22,1.0,0.2191780821917808,148742.0,False,False,0.3013698630136986
"Asana, Inc.",93,28,1.0,0.3548387096774194,182000.0,False,False,0.3010752688172043
"Datadog, Inc.",196,59,1.0,0.6326530612244898,195500.0,False,False,0.3010204081632653
Gen Digital Inc.,133,40,0.9924812030075187,0.40601503759398494,160698.27000000002,False,False,0.3007518796992481
Dollar General Corporation,70,21,1.0,0.2,122682.0,False,False,0.3
QUANTUM TECHNOLOGIES LLC,70,21,1.0,0.8428571428571429,81213.5,False,False,0.3
Brigham Young University,40,12,1.0,0.5,68640.0,False,False,0.3
"Hyundai AutoEver America, LLC",40,12,1.0,0.5,132500.0,False,False,0.3
"LMI, INC.",40,12,1.0,0.75,200000.0,False,False,0.3
PAX Technology Inc.,40,12,1.0,0.45,100000.0,False,False,0.3
"Southern Glazer's Wine and Spirits, LLC",40,12,1.0,0.3,127878.0,False,False,0.3
"Uktha Global, Inc.",40,12,1.0,0.5,101899.2,False,False,0.3
"Marriott International, Inc.",174,52,0.9942528735632183,0.3390804597701149,155531.64,False,False,0.2988505747126437
Western Alliance Bank,77,23,1.0,0.2727272727272727,144291.46000000002,False,False,0.2987012987012987
"Hinge Health, Inc.",47,14,1.0,0.5957446808510638,180960.0,False,False,0.2978723404255319
"Mouser Electronics, Inc.",47,14,1.0,0.3829787234042553,107328.0,False,False,0.2978723404255319
Fuyao Glass America Inc.,158,47,1.0,0.740506329113924,67683.0,False,False,0.2974683544303797
AMERICAN TECHNOLOGY GROUP LLC,37,11,1.0,0.8648648648648649,78686.0,False,False,0.2972972972972973
Banner Health,37,11,1.0,0.5675675675675675,82340.0,False,False,0.2972972972972973
"Svanaco, Inc.",37,11,1.0,0.4864864864864865,103500.0,False,False,0.2972972972972973
Schaeffler Group USA Inc.,64,19,1.0,0.359375,110657.0,False,False,0.296875
"Block, Inc.",391,116,1.0,0.4219948849104859,205000.0,False,False,0.2966751918158568
BANK OZK,54,16,1.0,0.7037037037037037,110000.0,False,False,0.2962962962962963
Amazon,43441,12866,0.9997237632651182,0.4759098547455169,152200.0,False,False,0.29617181924909647
"Fii USA, Inc.",71,21,1.0,0.7746478873239436,68174.5,False,False,0.29577464788732394
"Arthrex, Inc.",44,13,1.0,0.5227272727272727,148500.0,False,False,0.29545454545454547
Bayer HealthCare LLC,44,13,1.0,0.6363636363636364,142500.0,False,False,0.29545454545454547
"Ensono, Inc.",44,13,1.0,0.4318181818181818,130000.0,False,False,0.29545454545454547
"Lakeview Loan Servicing, LLC",44,13,1.0,0.8636363636363636,115000.0,False,False,0.29545454545454547
New York Power Authority,44,13,1.0,0.4090909090909091,138463.0,False,False,0.29545454545454547
"Slalom, Inc.",340,100,0.9970588235294118,0.20588235294117646,143477.5,False,False,0.29411764705882354
Amiti Consulting Inc,68,20,1.0,0.5294117647058824,105986.4,False,False,0.29411764705882354
Molson Coors Beverage Company USA LLC,34,10,1.0,0.5588235294117647,113110.0,False,False,0.29411764705882354
GE PRECISION HEALTHCARE LLC,92,27,1.0,0.5869565217391305,157000.0,False,False,0.29347826086956524
PRECISION TECHNOLOGIES CORP.,92,27,1.0,0.6956521739130435,99028.79999999999,False,False,0.29347826086956524
"Insight Direct USA, Inc.",75,22,1.0,0.16,135000.0,False,False,0.29333333333333333
"Stripe, Inc.",556,163,1.0,0.5863309352517986,162729.0,False,False,0.2931654676258993
"Intelligrated Systems, LLC",58,17,1.0,0.3793103448275862,105000.0,False,False,0.29310344827586204
The Options Clearing Corporation,205,60,1.0,0.47804878048780486,134585.5,False,False,0.2926829268292683
American General Life Insurance Company,130,38,1.0,0.3076923076923077,119250.0,False,False,0.2923076923076923
"ServiceNow, Inc.",1460,426,1.0,0.5136986301369864,142293.0,False,False,0.29178082191780824
Apex Fintech Services LLC,48,14,1.0,0.7083333333333334,130000.0,False,False,0.2916666666666667
Chicago Mercantile Exchange Inc.,127,37,1.0,0.4094488188976378,128000.0,False,False,0.29133858267716534
First Horizon Bank,62,18,1.0,0.6290322580645161,107596.5,False,False,0.2903225806451613
ClinChoice Inc.,38,11,1.0,0.2894736842105263,108645.5,False,False,0.2894736842105263
Medtronic MiniMed Inc.,38,11,1.0,0.5526315789473685,,False,False,0.2894736842105263
"Oportun, Inc.",38,11,1.0,0.05263157894736842,149760.0,False,False,0.2894736842105263
Pitney Bowes Inc.,38,11,1.0,0.21052631578947367,143327.5,False,False,0.2894736842105263
"Sodexo, Inc.",38,11,1.0,0.3684210526315789,125813.375,False,False,0.2894736842105263
Xylem Services USA LLC,45,13,1.0,0.5333333333333333,132250.0,False,False,0.28888888888888886
"eShares, Inc.",59,17,1.0,0.4406779661016949,200000.0,False,False,0.288135593220339
The Reinalt-Thomas Corporation,66,19,1.0,0.5151515151515151,120952.0,False,False,0.2878787878787879
Regions Bank,73,21,1.0,0.3561643835616438,120855.94,False,False,0.2876712328767123
Applied Medical Resources Corporation,63,18,1.0,0.5079365079365079,107000.0,False,False,0.2857142857142857
ConocoPhillips Company,42,12,1.0,0.5714285714285714,154160.0,False,False,0.2857142857142857
STARK PHARMA SOLUTIONS INC.,35,10,0.9714285714285714,1.0,75816.0,False,False,0.2857142857142857
"DoorDash, Inc.",949,270,1.0,0.613277133825079,176000.0,False,False,0.2845100105374078
eBay Inc.,1248,355,1.0,0.39663461538461536,185000.0,False,False,0.2844551282051282
Boston Scientific Corporation,204,58,1.0,0.35784313725490197,121555.0,False,False,0.28431372549019607
"SYSTECHCORP, INC.",67,19,1.0,0.0,92600.0,False,False,0.2835820895522388
Qualcomm Incorporated,127,36,1.0,0.6299212598425197,126940.0,False,False,0.28346456692913385
"Sagitec Solutions, LLC",92,26,1.0,0.11956521739130435,128250.0,False,False,0.2826086956521739
"Xpanse, LLC",46,13,1.0,0.9565217391304348,114421.0,False,False,0.2826086956521739
"HealthEdge Software, Inc.",78,22,1.0,0.21794871794871795,139259.25,False,False,0.28205128205128205
"OT Technology, Inc.",78,22,1.0,0.2564102564102564,158000.0,False,False,0.28205128205128205
SAVVY INFO SYSTEMS INC,78,22,1.0,0.38461538461538464,104218.5,False,False,0.28205128205128205
OneMain General Services Corporation,178,50,0.9831460674157303,0.6629213483146067,87761.0,False,False,0.2808988764044944
"INFORMATION TECHNOLOGY AND MANAGEMENT CONSULTING, INC.",57,16,1.0,0.5614035087719298,105019.0,False,False,0.2807017543859649
HITACHI ENERGY USA INC.,139,39,1.0,0.5899280575539568,106827.0,False,False,0.2805755395683453
"Applied Materials, Inc",913,256,1.0,0.4994523548740416,150000.0,False,False,0.28039430449069
Gap Inc.,157,44,0.9936305732484076,0.33121019108280253,178500.0,False,False,0.2802547770700637
CYBAGE SOFTWARE INC,75,21,0.9866666666666667,0.26666666666666666,108701.5,False,False,0.28
AXLE IT INC.,50,14,1.0,0.86,86000.0,False,False,0.28
"Amplitude, Inc.",50,14,1.0,0.62,210000.0,False,False,0.28
"STMICROELECTRONICS,INC",50,14,1.0,0.56,152500.4,False,False,0.28
"Crusoe Energy Systems, Inc.",179,50,1.0,0.9441340782122905,210000.0,False,False,0.27932960893854747
C2S Technologies Inc,43,12,1.0,0.5581395348837209,113090.0,False,False,0.27906976744186046
"The Elevance Health Companies, Inc.",122,34,1.0,0.10655737704918032,,False,False,0.2786885245901639
"Robinhood Markets, Inc.",341,95,1.0,0.6217008797653959,179982.0,False,False,0.2785923753665689
KAIZEN TECHNOLOGIES INC,36,10,1.0,0.1111111111111111,91842.4,False,False,0.2777777777777778
NEXTGEN TECHNOLOGIES INC,36,10,1.0,0.7222222222222222,104978.0,False,False,0.2777777777777778
Phygital24 Inc,36,10,1.0,0.6666666666666666,84000.0,False,False,0.2777777777777778
Global Payment Holding Company,83,23,1.0,0.5903614457831325,125949.5,False,False,0.27710843373493976
"OpenAI OpCo, LLC",354,98,1.0,0.8954802259887006,310000.0,False,False,0.2768361581920904
ARTIFINT TECHNOLOGIES LLC,134,37,1.0,0.8283582089552238,88088.0,False,False,0.27611940298507465
New York Life Insurance Company,243,67,0.9876543209876543,0.5308641975308642,126818.0,False,False,0.2757201646090535
"Cadence Design Systems, Inc.",642,177,1.0,0.5202492211838006,151656.0,False,False,0.2757009345794392
McKesson Corporation,236,65,1.0,0.326271186440678,158475.0,False,False,0.2754237288135593
"Trackonomy Systems, Inc.",40,11,1.0,0.7,163500.0,False,False,0.275
Elanco US Inc.,51,14,1.0,0.8235294117647058,90000.0,False,False,0.27450980392156865
"Siemens Healthcare Diagnostics, Inc.",51,14,1.0,0.35294117647058826,152404.0,False,False,0.27450980392156865
Barclays Services Corp.,1098,301,0.9981785063752276,0.3460837887067395,154000.0,False,False,0.27413479052823314
"CrowdStrike, Inc.",208,57,1.0,0.39903846153846156,195363.39,False,False,0.27403846153846156
"Smith & Nephew, Inc.",99,27,1.0,0.32323232323232326,123600.0,False,False,0.2727272727272727
Delta Electronics (Americas) Ltd.,55,15,1.0,0.8909090909090909,130988.0,False,False,0.2727272727272727
Siemens Industry Software Inc.,543,148,1.0,0.4990791896869245,146957.91999999998,False,False,0.27255985267034993
"AMERICAN TECH VISION SOLUTIONS, LLC",114,31,1.0,0.4473684210526316,90550.0,False,False,0.2719298245614035
"Arrow Electronics, Inc.",92,25,0.9782608695652174,0.17391304347826086,142800.0,False,False,0.2717391304347826
"Juniper Networks (US), Inc.",92,25,1.0,0.2608695652173913,127421.0,False,False,0.2717391304347826
"Airbus Americas, Inc.",59,16,1.0,0.8135593220338984,115000.0,False,False,0.2711864406779661
"Kaar Technologies, Inc.",74,20,1.0,0.33783783783783783,104000.0,False,False,0.2702702702702703
"LG Energy Solution Michigan, Inc.",74,20,1.0,0.8243243243243243,73902.0,False,False,0.2702702702702703
MIZ Tech Solutions LLC,37,10,1.0,0.7567567567567568,105227.0,False,False,0.2702702702702703
"OSI Digital, Inc.",37,10,1.0,0.35135135135135137,111500.0,False,False,0.2702702702702703
"OpenGov, Inc.",37,10,1.0,0.6486486486486487,122970.0,False,False,0.2702702702702703
"Ahold Delhaize USA Services, LLC",63,17,1.0,0.20634920634920634,125020.0,False,False,0.2698412698412698
Lincoln National Corporation,63,17,1.0,0.20634920634920634,133390.0,False,False,0.2698412698412698
"DIRECTV, LLC",89,24,1.0,0.20224719101123595,173056.0,False,False,0.2696629213483146
HEALTH CARE SERVICE CORPORATION,323,87,1.0,0.29411764705882354,127878.0,False,False,0.2693498452012384
"Staples, Inc.",260,70,1.0,0.4230769230769231,135137.38,False,False,0.2692307692307692
"DENSO International America, Inc.",52,14,1.0,0.28846153846153844,160073.0,False,False,0.2692307692307692
"Thales Avionics, Inc.",52,14,1.0,0.34615384615384615,137519.0,False,False,0.2692307692307692
"Urban Outfitters, Inc.",52,14,1.0,0.5,135000.0,False,False,0.2692307692307692
"GlobalFoundries U.S., Inc.",201,54,1.0,0.5024875621890548,105274.0,False,False,0.26865671641791045
"ICE DATA SERVICES, INC.",67,18,1.0,0.6417910447761194,139500.0,False,False,0.26865671641791045
"Sailpoint Technologies, Inc.",67,18,1.0,0.40298507462686567,151640.0,False,False,0.26865671641791045
"Western Union, LLC",175,47,1.0,0.3942857142857143,142375.5,False,False,0.26857142857142857
"Affirm, Inc.",164,44,1.0,0.5548780487804879,169000.0,False,False,0.2682926829268293
Wavesoft Solutions Inc,41,11,1.0,0.5365853658536586,109413.0,False,False,0.2682926829268293
"Box, Inc.",168,45,1.0,0.5238095238095238,180960.0,False,False,0.26785714285714285
Constellation Energy Generation LLC,56,15,1.0,0.48214285714285715,126589.0,False,False,0.26785714285714285
Jacobs Project Management Company,56,15,1.0,0.4642857142857143,108165.54000000001,False,False,0.26785714285714285
IQVIA RDS Inc.,127,34,1.0,0.36220472440944884,140000.0,False,False,0.2677165354330709
"Danfoss, LLC",71,19,1.0,0.6338028169014085,116052.0,False,False,0.2676056338028169
DocuSign Inc.,615,164,0.9983739837398374,0.38699186991869916,193500.0,False,False,0.26666666666666666
"CommVault Systems,Inc.",90,24,1.0,0.16666666666666666,155400.0,False,False,0.26666666666666666
"FBG Enterprises Opco, LLC",60,16,1.0,0.5666666666666667,210000.0,False,False,0.26666666666666666
"Entergy Services, LLC",45,12,1.0,0.28888888888888886,115376.0,False,False,0.26666666666666666
FORTNA Systems Inc.,45,12,1.0,0.6444444444444445,140000.0,False,False,0.26666666666666666
Validation Associates LLC,45,12,1.0,0.35555555555555557,76232.0,False,False,0.26666666666666666
Snowflake Inc.,893,238,0.9988801791713325,0.5867861142217246,180960.0,False,False,0.26651735722284436
TikTok,1913,509,1.0,0.7715629900679561,195000.0,False,False,0.2660742289597491
"Zscaler, Inc.",297,79,0.9966329966329966,0.47474747474747475,177074.0,False,False,0.265993265993266
"Kimberly-Clark USA, LLC",64,17,1.0,0.46875,113916.5,False,False,0.265625
"Fetch Rewards, LLC",83,22,1.0,0.7108433734939759,150000.0,False,False,0.26506024096385544
"NIKE, Inc.",457,121,1.0,0.25164113785557984,166561.3,False,False,0.2647702407002188
SEER SOLUTIONS INC,68,18,1.0,0.5147058823529411,98238.4,False,False,0.2647058823529412
"ValueLabs, Inc.",87,23,1.0,0.19540229885057472,108971.0,False,False,0.26436781609195403
